player_tag,player_name,clan_tag,clan_name,location_id,location_name,cards,card_names,trophies,clan_score,avg_hp,avg_damage,avg_elixir,total_hp,total_damage
20800VP8Y,zian,GVP2P2UR,FC Fata,57000000,Europe,"[26000062, 26000058, 26000065, 28000011, 26000032, 27000004, 26000019, 28000012]","['Magic Archer', 'Wall Breakers', 'Mighty Miner', 'The Log', 'Miner', 'Bomb Tower', 'Spear Goblins', 'Tornado']",10119,101281,685.1428571428571,419.42857142857144,2.857142857142857,4796.0,2936.0
CQLRRQVCP,Kreo,GVP2P2UR,FC Fata,57000000,Europe,"[26000059, 26000064, 26000011, 28000017, 26000012, 26000049, 27000003, 28000000]","['Royal Hogs', 'Firecracker', 'Valkyrie', 'Giant Snowball', 'Skeleton Army', 'Bats', 'Inferno Tower', 'Fireball']",10102,101281,1028.142857142857,500.0,3.5714285714285716,7197.0,3500.0
UR9CY9GJU,Torch_hvk bää,GVP2P2UR,FC Fata,57000000,Europe,"[26000004, 26000063, 26000061, 28000012, 26000025, 26000051, 28000001, 26000013]","['P.E.K.K.A', 'Electro Dragon', 'Fisherman', 'Tornado', 'Guards', 'Ram Rider', 'Arrows', 'Bomber']",10094,101281,1351.625,391.625,4.0,10813.0,3133.0
Y0V2RUJPY,noah,GL2Q2PRC,The Gamers,57000000,Europe,"[28000017, 27000000, 27000013, 28000009, 26000031, 26000000, 26000010, 26000013]","['Giant Snowball', 'Cannon', 'Goblin Drill', 'Poison', 'Fire Spirit', 'Knight', 'Skeletons', 'Bomber']",10415,101267,850.1666666666666,313.5,2.6666666666666665,5101.0,1881.0
G2YG9YRC2,Manuelッ,GL2Q2PRC,The Gamers,57000000,Europe,"[27000010, 26000064, 26000018, 26000041, 26000048, 28000001, 28000002, 26000067]","['Furnace', 'Firecracker', 'Mini P.E.K.K.A', 'Goblin Gang', 'Night Witch', 'Arrows', 'Rage', 'Elixir Golem']",10268,101267,805.1428571428571,398.57142857142856,3.2857142857142856,5636.0,2790.0
CJG2YUU92,<c3>VeryGlucosh,GL2Q2PRC,The Gamers,57000000,Europe,"[26000012, 26000056, 26000040, 26000011, 26000030, 26000010, 26000058, 28000011]","['Skeleton Army', 'Skeleton Barrel', 'Dart Goblin', 'Valkyrie', 'Ice Spirit', 'Skeletons', 'Wall Breakers', 'The Log']",10241,101267,620.25,554.875,2.375,4962.0,4439.0
2CVR9U9LP,kosir,GL2Q2PRC,The Gamers,57000000,Europe,"[26000055, 26000056, 26000037, 26000041, 26000019, 26000032, 26000049, 28000008]","['Mega Knight', 'Skeleton Barrel', 'Inferno Dragon', 'Goblin Gang', 'Spear Goblins', 'Miner', 'Bats', 'Zap']",10180,101267,1284.625,330.75,3.25,10277.0,2646.0
GUCJQPG8G,DaddyDavid97,GL2Q2PRC,The Gamers,57000000,Europe,"[26000064, 26000011, 27000006, 28000011, 26000021, 26000031, 26000010, 28000007]","['Firecracker', 'Valkyrie', 'Tesla', 'The Log', 'Hog Rider', 'Fire Spirit', 'Skeletons', 'Lightning']",10180,101267,1087.0,531.1666666666666,3.5,6522.0,3187.0
P0RVJVY2,UerilJN,GL2Q2PRC,The Gamers,57000000,Europe,"[26000004, 26000060, 26000096, 26000042, 26000013, 28000026, 28000024, 28000002]","['P.E.K.K.A', 'Goblin Giant', 'Goblin Machine', 'Electro Wizard', 'Bomber', 'Vines', 'Goblin Curse', 'Rage']",10177,101267,2146.6,410.8,4.4,10733.0,2054.0
9PRPPQYU,Ian,GL2Q2PRC,The Gamers,57000000,Europe,"[26000037, 26000035, 26000009, 26000033, 26000005, 28000026, 28000012, 26000042]","['Inferno Dragon', 'Lumberjack', 'Golem', 'Sparky', 'Minions', 'Vines', 'Tornado', 'Electro Wizard']",10172,101267,1908.7142857142858,496.7142857142857,4.571428571428571,13361.0,3477.0
UY9GYJUY0,BBC,GL2Q2PRC,The Gamers,57000000,Europe,"[26000064, 26000021, 26000000, 26000030, 27000006, 26000010, 28000014, 28000011]","['Firecracker', 'Hog Rider', 'Knight', 'Ice Spirit', 'Tesla', 'Skeletons', 'Earthquake', 'The Log']",10150,101267,955.7142857142857,431.7142857142857,2.5714285714285716,6690.0,3022.0
J0UC8Q0PR,EL KARMA,GL2Q2PRC,The Gamers,57000000,Europe,"[26000040, 26000007, 26000021, 26000084, 27000009, 28000015, 26000102, 28000007]","['Dart Goblin', 'Witch', 'Hog Rider', 'Electro Spirit', 'Tombstone', 'Barbarian Barrel', 'Berserker', 'Lightning']",10121,101267,617.1666666666666,437.8333333333333,3.8333333333333335,3703.0,2627.0
20PYLRQLR9,koukoulas,GL2Q2PRC,The Gamers,57000000,Europe,"[26000010, 26000055, 26000041, 28000004, 26000018, 28000001, 27000003, 26000000]","['Skeletons', 'Mega Knight', 'Goblin Gang', 'Goblin Barrel', 'Mini P.E.K.K.A', 'Arrows', 'Inferno Tower', 'Knight']",10121,101267,1546.375,439.5,3.625,12371.0,3516.0
PL88CUCR,Cédric,QLCPU0JU,joblife,57000000,Europe,"[27000002, 26000050, 26000032, 26000054, 26000041, 26000005, 26000053, 28000001]","['Mortar', 'Royal Ghost', 'Miner', 'Cannon Cart', 'Goblin Gang', 'Minions', 'Rascals', 'Arrows']",10499,101226,877.5,452.75,3.625,7020.0,3622.0
QRPRY82Q,⚽️pins63⚽️,QLCPU0JU,joblife,57000000,Europe,"[26000012, 26000024, 26000069, 28000011, 26000052, 28000000, 26000083, 26000061]","['Skeleton Army', 'Royal Giant', 'Skeleton King', 'The Log', 'Zappies', 'Fireball', 'Mother Witch', 'Fisherman']",10327,101226,1178.5,553.6666666666666,3.6666666666666665,7071.0,3322.0
8U2CG0UU,labappance,QLCPU0JU,joblife,57000000,Europe,"[26000064, 27000000, 26000065, 26000084, 26000010, 26000021, 28000015, 28000014]","['Firecracker', 'Cannon', 'Mighty Miner', 'Electro Spirit', 'Skeletons', 'Hog Rider', 'Barbarian Barrel', 'Earthquake']",10325,101226,767.2,496.8,2.6,3836.0,2484.0
8P0CUG8R0,✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨,QLCPU0JU,joblife,57000000,Europe,"[26000064, 26000055, 26000021, 26000022, 28000026, 26000030, 26000011, 28000011]","['Firecracker', 'Mega Knight', 'Hog Rider', 'Minion Horde', 'Vines', 'Ice Spirit', 'Valkyrie', 'The Log']",10298,101226,1796.5,411.5,3.8333333333333335,10779.0,2469.0
2GLQ8GYUU,Mini_Black,QLCPU0JU,joblife,57000000,Europe,"[28000017, 26000045, 26000103, 26000018, 28000026, 28000015, 26000013, 26000051]","['Giant Snowball', 'Executioner', 'Boss Bandit', 'Mini P.E.K.K.A', 'Vines', 'Barbarian Barrel', 'Bomber', 'Ram Rider']",10240,101226,1051.3333333333333,518.0,3.5,6308.0,3108.0
8QQJLYQV0,JL TOTO,QLCPU0JU,joblife,57000000,Europe,"[26000050, 26000045, 26000074, 28000017, 28000001, 26000018, 26000021, 27000006]","['Royal Ghost', 'Executioner', 'Golden Knight', 'Giant Snowball', 'Arrows', 'Mini P.E.K.K.A', 'Hog Rider', 'Tesla']",10210,101226,1243.857142857143,498.14285714285717,3.5714285714285716,8707.0,3487.0
JYU2URVG,keziix,QLCPU0JU,joblife,57000000,Europe,"[27000006, 26000050, 26000000, 26000010, 26000058, 28000009, 26000005, 26000032]","['Tesla', 'Royal Ghost', 'Knight', 'Skeletons', 'Wall Breakers', 'Poison', 'Minions', 'Miner']",10209,101226,1093.25,439.25,2.875,8746.0,3514.0
RJV2Q2GV9,JL Vitsco,QLCPU0JU,joblife,57000000,Europe,"[28000008, 26000021, 26000026, 28000000, 27000003, 26000016, 26000005, 26000041]","['Zap', 'Hog Rider', 'Princess', 'Fireball', 'Inferno Tower', 'Prince', 'Minions', 'Goblin Gang']",10180,101226,1136.0,361.5,3.625,9088.0,2892.0
LJPLL0UQP,JL_WoO,QLCPU0JU,joblife,57000000,Europe,"[26000017, 26000011, 28000012, 26000012, 28000000, 28000004, 26000051, 26000018]","['Wizard', 'Valkyrie', 'Tornado', 'Skeleton Army', 'Fireball', 'Goblin Barrel', 'Ram Rider', 'Mini P.E.K.K.A']",10179,101226,1128.125,584.0,3.875,9025.0,4672.0
R0RCR8RG0,James,QLCPU0JU,joblife,57000000,Europe,"[26000055, 26000064, 26000011, 26000012, 28000001, 28000012, 26000007, 27000003]","['Mega Knight', 'Firecracker', 'Valkyrie', 'Skeleton Army', 'Arrows', 'Tornado', 'Witch', 'Inferno Tower']",10122,101226,1636.7142857142858,478.42857142857144,4.285714285714286,11457.0,3349.0
L2CJPVUV,Crow,G0LVRGQG,TOGURTS,57000001,North America,"[26000017, 28000008, 26000103, 26000005, 26000033, 26000003, 26000018, 28000026]","['Wizard', 'Zap', 'Boss Bandit', 'Minions', 'Sparky', 'Giant', 'Mini P.E.K.K.A', 'Vines']",10621,102075,1702.1666666666667,680.1666666666666,4.166666666666667,10213.0,4081.0
R2CVG09Y,Jelle,G0LVRGQG,TOGURTS,57000001,North America,"[28000004, 27000006, 26000000, 26000041, 26000030, 28000011, 26000026, 28000003]","['Goblin Barrel', 'Tesla', 'Knight', 'Goblin Gang', 'Ice Spirit', 'The Log', 'Princess', 'Rocket']",10647,102075,629.5,557.75,3.125,5036.0,4462.0
PL2RRQU9C,Levontren✨,G0LVRGQG,TOGURTS,57000001,North America,"[26000045, 28000017, 26000103, 26000018, 28000026, 26000051, 26000025, 28000015]","['Executioner', 'Giant Snowball', 'Boss Bandit', 'Mini P.E.K.K.A', 'Vines', 'Ram Rider', 'Guards', 'Barbarian Barrel']",10594,102075,998.1666666666666,469.8333333333333,3.5,5989.0,2819.0
PQPQCC20C,ダウ部ＪＲ,G0LVRGQG,TOGURTS,57000001,North America,"[26000055, 26000058, 26000072, 26000016, 28000001, 26000041, 26000046, 28000008]","['Mega Knight', 'Wall Breakers', 'Archer Queen', 'Prince', 'Arrows', 'Goblin Gang', 'Bandit', 'Zap']",10586,102075,1411.0,534.5714285714286,3.5714285714285716,9877.0,3742.0
YQYLUQ0C,Mendez,G0LVRGQG,TOGURTS,57000001,North America,"[26000045, 26000015, 26000074, 26000018, 26000009, 28000026, 26000052, 28000015]","['Executioner', 'Baby Dragon', 'Golden Knight', 'Mini P.E.K.K.A', 'Golem', 'Vines', 'Zappies', 'Barbarian Barrel']",10554,102075,2086.0,505.0,4.5,12516.0,3030.0
82R9U029,natural light,G0LVRGQG,TOGURTS,57000001,North America,"[26000050, 26000015, 26000074, 26000018, 26000052, 26000009, 28000026, 28000015]","['Royal Ghost', 'Baby Dragon', 'Golden Knight', 'Mini P.E.K.K.A', 'Zappies', 'Golem', 'Vines', 'Barbarian Barrel']",10434,102075,2097.6666666666665,426.1666666666667,4.166666666666667,12586.0,2557.0
CV9VGJ9JR,GEEKBAR,G0LVRGQG,TOGURTS,57000001,North America,"[26000010, 26000064, 26000018, 26000030, 26000021, 28000011, 28000014, 26000038]","['Skeletons', 'Firecracker', 'Mini P.E.K.K.A', 'Ice Spirit', 'Hog Rider', 'The Log', 'Earthquake', 'Ice Golem']",10268,102075,906.5714285714286,502.42857142857144,2.4285714285714284,6346.0,3517.0
8C98J9U8G,ベビードラゴン,G0LVRGQG,TOGURTS,57000001,North America,"[28000008, 26000049, 26000018, 26000032, 26000003, 26000062, 26000010, 28000011]","['Zap', 'Bats', 'Mini P.E.K.K.A', 'Miner', 'Giant', 'Magic Archer', 'Skeletons', 'The Log']",10240,102075,1204.125,403.375,2.875,9633.0,3227.0
LUU29PJRL,HUN ZaZa 용암,G0LVRGQG,TOGURTS,57000001,North America,"[26000011, 26000012, 28000026, 28000000, 26000029, 26000005, 28000025, 27000009]","['Valkyrie', 'Skeleton Army', 'Vines', 'Fireball', 'Lava Hound', 'Minions', 'Spirit Empress', 'Tombstone']",10209,102075,1501.1666666666667,461.8333333333333,4.0,9007.0,2771.0
2VLJVRY8,espn.hurt,G0LVRGQG,TOGURTS,57000001,North America,"[26000050, 26000015, 26000018, 26000009, 28000007, 26000005, 26000052, 28000015]","['Royal Ghost', 'Baby Dragon', 'Mini P.E.K.K.A', 'Golem', 'Lightning', 'Minions', 'Zappies', 'Barbarian Barrel']",10204,102075,1611.375,545.125,4.25,12891.0,4361.0
PUL08P9PJ,The Huntsman,JRP990U,#1 Royal Kings,57000001,North America,"[26000024, 26000044, 26000069, 26000061, 26000052, 26000041, 28000007, 28000001]","['Royal Giant', 'Hunter', 'Skeleton King', 'Fisherman', 'Zappies', 'Goblin Gang', 'Lightning', 'Arrows']",10364,101704,1077.7142857142858,657.4285714285714,4.142857142857143,7544.0,4602.0
8UCL2Y2U8,Agent 005,JRP990U,#1 Royal Kings,57000001,North America,"[26000058, 26000012, 26000069, 27000013, 26000040, 28000011, 27000003, 28000000]","['Wall Breakers', 'Skeleton Army', 'Skeleton King', 'Goblin Drill', 'Dart Goblin', 'The Log', 'Inferno Tower', 'Fireball']",10362,101704,687.0,636.0,3.1666666666666665,4122.0,3816.0
2CLC8UPJ,TheOskosOne_,JRP990U,#1 Royal Kings,57000001,North America,"[27000012, 26000011, 26000029, 26000006, 28000000, 28000008, 26000080, 26000005]","['Goblin Cage', 'Valkyrie', 'Lava Hound', 'Balloon', 'Fireball', 'Zap', 'Skeleton Dragons', 'Minions']",10356,101704,1589.2857142857142,382.42857142857144,4.142857142857143,11125.0,2677.0
82UL989L,HUNTER 123,JRP990U,#1 Royal Kings,57000001,North America,"[26000012, 26000014, 26000023, 26000026, 26000038, 26000021, 27000003, 28000011]","['Skeleton Army', 'Musketeer', 'Ice Wizard', 'Princess', 'Ice Golem', 'Hog Rider', 'Inferno Tower', 'The Log']",10297,101704,1063.125,403.25,3.25,8505.0,3226.0
8V9RUJR0V,AhmedXD,JRP990U,#1 Royal Kings,57000001,North America,"[27000000, 26000064, 26000065, 26000010, 28000014, 26000021, 26000030, 28000011]","['Cannon', 'Firecracker', 'Mighty Miner', 'Skeletons', 'Earthquake', 'Hog Rider', 'Ice Spirit', 'The Log']",10260,101704,690.1666666666666,452.8333333333333,2.3333333333333335,4141.0,2717.0
Y2CLQQJJ8,<c4>Blue,JRP990U,#1 Royal Kings,57000001,North America,"[26000059, 27000012, 26000057, 26000052, 26000047, 28000000, 28000001, 28000015]","['Royal Hogs', 'Goblin Cage', 'Flying Machine', 'Zappies', 'Royal Recruits', 'Fireball', 'Arrows', 'Barbarian Barrel']",10247,101704,482.0,328.625,4.125,3856.0,2629.0
98RR9GQJG,Mando,JRP990U,#1 Royal Kings,57000001,North America,"[26000056, 28000004, 26000000, 26000041, 28000011, 27000000, 26000040, 26000030]","['Skeleton Barrel', 'Goblin Barrel', 'Knight', 'Goblin Gang', 'The Log', 'Cannon', 'Dart Goblin', 'Ice Spirit']",10235,101704,714.25,321.125,2.625,5714.0,2569.0
YQ8RVYCGG,RedWiz,JRP990U,#1 Royal Kings,57000001,North America,"[26000001, 27000006, 26000000, 27000008, 26000010, 26000084, 28000011, 28000000]","['Archers', 'Tesla', 'Knight', 'X-Bow', 'Skeletons', 'Electro Spirit', 'The Log', 'Fireball']",10196,101704,1051.857142857143,275.14285714285717,3.2857142857142856,7363.0,1926.0
PYGVQVUY2,I Hate CR,JRP990U,#1 Royal Kings,57000001,North America,"[26000024, 26000050, 26000018, 26000084, 26000061, 26000010, 28000000, 28000015]","['Royal Giant', 'Royal Ghost', 'Mini P.E.K.K.A', 'Electro Spirit', 'Fisherman', 'Skeletons', 'Fireball', 'Barbarian Barrel']",10180,101704,1396.142857142857,414.57142857142856,3.2857142857142856,9773.0,2902.0
8LQ0V9VQ,thunder,JRP990U,#1 Royal Kings,57000001,North America,"[26000000, 28000004, 26000041, 26000084, 26000026, 28000011, 27000003, 28000003]","['Knight', 'Goblin Barrel', 'Goblin Gang', 'Electro Spirit', 'Princess', 'The Log', 'Inferno Tower', 'Rocket']",10173,101704,789.1428571428571,581.1428571428571,3.5714285714285716,5524.0,4068.0
2RYCJCP9G,치맥 - Hippi,GLCGGGC2,Christ Royale,57000001,North America,"[26000058, 28000004, 27000000, 26000040, 26000011, 26000102, 26000030, 28000003]","['Wall Breakers', 'Goblin Barrel', 'Cannon', 'Dart Goblin', 'Valkyrie', 'Berserker', 'Ice Spirit', 'Rocket']",10418,101701,740.2857142857143,663.7142857142857,3.142857142857143,5182.0,4646.0
QR8J928Q,Vinnyせいじ,GLCGGGC2,Christ Royale,57000001,North America,"[26000010, 26000014, 28000017, 28000015, 26000038, 26000032, 27000004, 26000006]","['Skeletons', 'Musketeer', 'Giant Snowball', 'Barbarian Barrel', 'Ice Golem', 'Miner', 'Bomb Tower', 'Balloon']",10384,101701,1034.25,387.25,2.875,8274.0,3098.0
LGP2VP0V,Ryan CR,GLCGGGC2,Christ Royale,57000001,North America,"[26000024, 26000050, 26000061, 26000044, 28000015, 26000084, 28000000, 26000010]","['Royal Giant', 'Royal Ghost', 'Fisherman', 'Hunter', 'Barbarian Barrel', 'Electro Spirit', 'Fireball', 'Skeletons']",10298,101701,1297.0,438.57142857142856,3.2857142857142856,9079.0,3070.0
LLGCG0JLY,I hate CR,GLCGGGC2,Christ Royale,57000001,North America,"[26000015, 26000011, 26000018, 26000014, 27000007, 26000068, 28000026, 26000009]","['Baby Dragon', 'Valkyrie', 'Mini P.E.K.K.A', 'Musketeer', 'Elixir Collector', 'Battle Healer', 'Vines', 'Golem']",10296,101701,2313.3333333333335,370.5,5.0,13880.0,2223.0
